,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text_without_stopwords
248,249,B007TFONH0,A3ICO2ROSXHIPM,tightwad,0,0,5,1340755200,delicious,good products fast equals a happy me a little pricey but you hand pick a few good flavors ... a few i cant find anywhere else so def the price
249,250,B000GGKQSO,A1OE23J37ZPDXE,Donald Edward Liberman,0,0,5,1270944000,keeps you out of the dentest chair,if used on a daily basis you will keep your gums healty between your teeth clean free of plack
250,251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,wow ! this product is very impressive i bought the 8oz blueberry was pleased with packaging price the powder dissolves instantly even in water ! i 've just mixing a 1/4 tsp in a small glass of water for now drinking it down it tastes great ! but will add it to smoothies juiced fruit juices next this product is so economical compared to purchasing fresh blueberries especially because there is no waste due to mold or overripe berries thrown away i think you could add this to baked or unbaked foods as well i 'm excited to add more of the superfoods to diet in this fast easy way i definitely will being trying the other flavors soon
251,252,B0017129DC,A2EPNS38TTLZYN,tedebear,0,0,3,1312675200,Pok Chops,the pork chops from omaha steaks were very tasty but at the same exceptionally dry pork is usually dry meat but were to the extreme possibly frozen keeping frozen was partly the problem
252,253,B0002567IW,A1SSKFPX72MSMR,"Janna M. Sicard ""missjanna""",0,0,1,1344556800,Sad outcome,five minutes in one tentacle was bitten off ball inside cracked in half not durable enough to be a dog toy disappointed : ( so is the dog : (
253,254,B0048IC328,ATY9Z65HYE0W6,mrsmaverick,0,0,4,1346889600,Best Energy Shot For Me,i chemical sensitive as well as sugar-free i using this product for over a year i use it maybe once a at the most i drink 1/2 the bottle then boost energy after an hour or two depending on how i feel imo this does n't replace a.m. coffee but is sweet in the early afternoon when i start to fade once in a while i drink a bottle before a workout i 've drinking guayaki yerba mate teas for years compared to the toxic energy boosters out there i highly recommend this this product is clean does n't leave nasty chems behind in the body try it before you judge from a review - everyone 's body reacts differently
254,255,B0048IC328,A1W867A8DSHFHC,no name,1,3,1,1339804800,Don't Waste Your Money,i felt energized within five minutes but it lasted for about 45 minutes i paid $ 3.99 for this drink i could just drunk a cup of coffee saved money
255,256,B0048IC328,A375ZA7IJH2ZGQ,Jihan S.,3,7,2,1317772800,"If you can't handle caffeine, this is not for you.",yes it 's probably healthier than 5-hour energy or starbucks shots but if you 're looking to avoid a caffeine overload this is still not for you most energy drinks not be made w/ out a high dosage of caffeine i believe the caffeine content of 1 guayaki shot is 150 ml - probably lower than other un-healthy energy shot drinks but i believe most other people avoid the top brands b/c they contain too much caffeine and/or sugar if you do not react well to caffeine guayaki is not a good buy either i definitely feel an energy boost w/ 1 guayaki shot but not w/ out all the other caffeine side effects - irritability nervousness mood-swings caffeine overdose is why i stopped drinking coffee but it looks even organic energy drinks still not safe. now you 're not sensitive to caffeine then it 's a great buy it 's not w/ sugar the taste is easy pleasant it 's not w/ a bunch of chemicals like 5-hour shots or starbucks drinks the energy boost lasts for about 4 to 5 hours takes about 5 to 7 minutes to kick in but all this probably depends on your body/weight. side note - if you want to feel energized during the day a protein drink first thing in the morning stay away for heavy fattening foods during the day that will you feel sluggish sleepy !
256,257,B0025WIAN0,A2WT4IIHNFJGYT,Diana KD,0,0,5,1347321600,"Yum, Yummy, Yummier",nature valley nut lovers variety pack was perfect although i was n't sure about the peanut butter bar it was excellent i loved the roasted almond roasted pecan the peanut butter. i will definately buy from this seller again quick very fresh
257,258,B00821UN4M,A332AAPB4P75L4,Heather Crimson,2,2,1,1348099200,Reeks like chemicals,i so wish i would read this review before purchasing two gallons of this for health it reeks like a chemical rubber smell this smell is from the black rubber gasket in the lid when i called to report the situation to the company sabrina told me i would to pay to send a sample to tested by a lab unbelievable good customer service would indicate that they would pay for the product to be returned give me a refund including the product is faulty period i will never order anything from this company again do not recommend it to anyone based on this horrible customer service lack of responsibility ownership
258,259,B00821UN4M,A3MQSTAAJSUGF9,mommy11,1,1,2,1345161600,Disappointed!,this product a strong after-taste of crayola crayons ! i in the process of trying different brands of oils for cooking purposes upon opening the plastic container the aroma of crayons immediately fills the room this flavor permeates the food that is in it. i suspect the of the problem is the plastic used in the plastic container as i not experienced this with any of the other brands purchased. to date favorite is distributed by barleans the flavor is fantastic however they do not supply a gallon-sized tub dr. mercola the best product in that size category
259,260,B00473RWXY,AE508CW7ON3EP,armommi,0,0,5,1348444800,Great for Gluten-free lifestyle!!,had this shipped to sister follows a gluten-free eating plan she reports that it is very versatile easier than grinding almonds for a crispy crust on chicken filets also uses it in of bread crumbs in meatloaf meatballs stays moist when added in of in baking too good product good value
260,261,B002MV23XM,A2M6O8YORUA8PW,Shirley Sacks,1,1,5,1337040000,my dog loves these,healthy mixed llasa tibetan terrier adores they healthy his breath does n't smell his teeth in good shape because of such products a great healthy product
261,262,B002MV23XM,AQ7QJ1GWE2BSR,"Alydar ""alydar""",1,1,5,1298592000,YUMMY,a great healthy chew for 9 wk old beagle rio he loves the taste it sure beats arm
262,263,B000LKZK7C,A3AER90E4ZWVN6,Al Abubakr Douglas,2,2,5,1196726400,sugar in the raw,i really enjoy this product i had such a hard finding it affordable in the store once i found it i look no further it 's the only sugar i use thanks so much
263,264,B000LKZK7C,A25YQEBU2FAD3M,Scott Dixon,4,5,3,1295222400,Manufacturing Problems Diminish Product,i used liked sugar in the for years after being introduced to it in a starbucks most recent purchase however was disappointing the sugar was lighter in color had a crystal size maybe 1/4th of the regular size large crystals was something i always really liked about sugar in the it enhanced the quality of mixed drinks of lattes i called their hotline to complain was told that they had had a problem with their recent sugar crop that the result was less molasses in the sugar they had complaints of a similar nature this they claimed also reduced the crystal size they said this problem should away with their newer crop the representative said that the new-crop sugar will a 6-10 digit date code ( without any spaces ) that ends with a 1 no letters the trailing digits a date code using the julian calendar ( recent bad-purchase had a space after the initial sequence of numbers then ended with a 51a ) bottom line : their current product is not much better than much cheaper products when they get a better crop i 'll back to purchasing sugar in the
264,265,B000LKZK7C,A1T14KXM4GH14A,Karen Keauhou Chun,6,8,5,1339804800,Good product but terrible agricultural practices,sugar in the ( tm ) please harvest cane w/o burning to be delivered to : hc & s dear sugar in the folks we buy your product care about the environment we 'd like to know that you care too when you burn the cane fields on maui it adds to the co2 worsens climate change the smoke from your burning is damaging the lungs of your workers your workers ' the residents of maui. we love your product want you to change to no-burn harvesting so we continue to buy it knowing we n't contributing to global warming lung disease. [ ... ]
265,266,B000LKZK7C,A1H9VU1FACOXLN,LK,1,1,5,1228089600,Sugar in the raw,love this sugar i also get muscavado sugar they great to use in of regular white sugar recommend !
266,267,B000LKZK7C,AWJ1Z81HHB0MY,Zots,1,1,5,1217635200,Sugar in the raw,product is exactly as advertised what a savings ! at least half the price easy to store because of the individual packaging
